PARID,AGAPPL,ACRES
"C13000141920100","304","69.245"
"O49000795400200","1831","26.813"
"L41000652240100","311",""
"F20000304920000","162","85.53"
"H28000451680000","941","79.856"
"G25000418160000","2550","55.659"
"O49000781320000","348","79.127"
"F20000328040100","2509","46.535"
"G25000397440000","2702","27.89"
"I34000541400200","1501","1.155"
"A02000001800100","204","10.125"
"H28000455520000","821","45"
"B10000108560100","1986","49.034"
"B07000070000100","1941","19.696"
"D17000193360200","1597","8.161"
"B09000089120000","1113","77.74"
"D17000219640000","1055","28.665"
"D17000189120100","185","54.561"
"N46000761880000","2372","78"
"B09000097600000","798","23.404"
"E18000270440200","2691","10.102"
"K40000627320401","1579","5.001"
"F20000315480100","775","22.6"
"F20000304200500","2028","103.05"
"L41000655240000","1646","80"
"C13000130120000","512","80"
"E18000255720000","307","15.107"
"C13000134760000","1170","77.32"
"O49000801400000","2589","3.5"
"B07000067600000","1853","30.48"
"H26000429000200","1101","22.896"
"A01000006560000","2544","6.28"
"H28000449920100","465","4.77"
"E18000279520100","2075","17.02"
"I34000530360000","2225","72.323"
"C13000133080000","999999","1.538"
"A02000021040000","1740","86.42"
"A02000023880000","1307","77.94"
"C14000169560100","999999","1.765"
"F20000314440200","999999","33.302"
"M44000727440200","999999","34.288"
"G25000416520100","999999","16.671"
"O49000801080202","999999","73.256"
"G25000391280000","1446","8"
"C13000136520000","1267","43.18"
"H26000426840000","1485","41.222"
"M44000712800000","1665","70.25"
"M44000703120100","864","48.84"
"K40000622560200","484","4.121"
"O49000793880000","832","62.118"
"K40000632320000","1937","160"
"J37000597320000","2231","140.688"
"O49000794960000","2798","29.73"
"O49000803720100","2188","0.131"
"E18000289720200","708","2.872"
"D17000243520200","911","26.228"
"K40000623040000","999999","79.933"
"C13000144120201","999999","25"
"M44000727480200","999999","0.577"
"F20000304360100","999999","67.876"
"I34000530880000","578","49.33"
"C13000139480100","1186","80"
"E18000255920300","999999","2.533"
"G25000392280000","890","22.59"
"E18000292360000","2616","41.91"
"K40000633040100","3036","68.984"
"H26000433600000","1023","77.184"
"C13000140000000","2046","50.57"
"C13000142320000","2000","30.636"
"A03000028600000","505","40.915"
"N46000762120000","3136","79"
"L41000661160000","2623","37.06"
"B09000084920100","742","29.215"
"G25000392960500","268","34.169"
"Q56030321480000","1265","45.423"
"O49000789560100","2192","1.949"
"E18000289120200","2197","7.338"
"B09000092080300","999999","0.549"
"K40000622960200","999999","25.19"
"G25000415920000","1872","4.5"
"B09000096200300","258","1.777"
"F20000335000000","2695","1.65"
"H26000429520000","999999","40.967"
"F20000312120000","1162","79"
"H28000460360000","2632","22.39"
"L41000659240000","2534","77.29"
"K40000625960000","940","42.35"
"K40000623760100","3098","28.94"
"H29000468560000","2231","77"
"E18000278640000","1668","157"
"J37000574320506","2739","29.567"
"E18000261000000","659","31.33"
"D17000243520100","1531","40.752"
"H26000429840200","806","5.98"
"F20000331800100","999999","2.003"
"B07000065080000","999999","1.685"
"M44000699360101","999999","40"
"M44000699360102","999999","26.728"
"M44000699480000","51","75.54"
"B09000085920100","2943","5.001"
"M44000706800000","999999","26"
"M45000734520700","1127","18.936"
"B09000098120000","999999","40"
"K40000626200000","940","105.976"
"F20000336600200","1873","66.938"
"I34000543840100","883","15.009"
"L41000654640100","999999","5.002"
"I33000995000000","2071","14.616"
"J37000580720200","999999","11.286"
"B10000107840200","999999","13.899"
"A01000011560000","76","21.198"
"B09000093800300","2973","21.313"
"N47000769960000","538","38.177"
"A02000021760000","999999","20"
"P52030415200000","2177","111.894"
"E18000289720100","708","8.368"
"I34000535520200","1135","3.967"
"O49000781480200","999999","10.001"
"D17000223480200","999999","27.067"
"H26000429720200","999999","34.467"
"N46000761840300","999999","10.597"
"B10000107800200","999999","13.899"
"F20000338520200","999999","10"
"A02000020720301","999999","2"
"O49000791240100","1002","2.286"
"H28000459280000","2399","62.655"
"H28000459360200","2399","35.061"
"L41000646960000","1845","117.05"
"B09000100360000","1562","54.05"
"L41000644560000","419","40"
"L41000645360201","2452","16.135"
"L41000651960000","1965","52.12"
"K40000636600000","2573","77.113"
"G25000392960600","240","30.996"
"E18000283320100","140","4.14"
"K40000632040000","2228","34.42"
"K40000623000000","999999","46.309"
"L41000655440000","999999","53.33"
"B09000087120800","1707","6.65"
"E18000285360000","999999","0.556"
"B09000095280000","999999","2.305"
"L41000650600401","999999","0.791"
"E18000264280100","999999","8.903"
"C13000136480400","999999","86.008"
"I34000553640100","221","8.351"
"L41000654040400","1093","0.846"
"B09000083680100","1445","5.79"
"D17000203760000","2481","20.401"
"H26000430800000","1396","40.71"
"B09000092640000","1276","123.481"
"F20000333600000","852","82.446"
"D17000234640000","1972","67.25"
"O49000788880000","886","55.063"
"L41000658480100","999999","2.328"
"F20000328160000","1727","76.784"
"N46000747000000","1759","38.564"
"A03000028440300","1245","29.481"
"J37000579600200","242","46.507"
"O49000803240100","999999","50.493"
"G25000416520101","999999","70.195"
"D17000237560200","999999","8.025"
"F20000332880600","999999","24.599"
"J37000587720000","177","19.32"
"M44000703640100","493","32.033"
"M45000734400000","1232","78.372"
"H28000452240000","253","59.72"
"K40000632720100","2780","6.742"
"D17000209560100","999999","39.579"
"B09000083840000","287","40"
"B09000096200400","999999","20.531"
"G25000393360000","1485","94.365"
"C12000134080000","1067","55"
"I34000554960000","2351","62.08"
"E18000270440300","3020","29.585"
"G25000389720100","1188","33.001"
"A02000013720400","999999","35.204"
"E18000255920301","999999","3.229"
"F20000312440300","1675","2.452"
"F20000338040000","2695","4.98"
"H28000449160100","1337","11.646"
"C13000139800200","999999","14.292"
"M44000727200200","999999","16.224"
"N46000764280000","1331","8.871"
"J37000585640400","999999","82.293"
"J37000580720400","999999","30.172"
"L41000650360000","1887","80"
"A02000020720300","2213","30.089"
"C13000144120200","999999","7.675"
"J37000590760100","999999","4.073"
"N46000742640200","999999","1.828"
"I35000564160100","999999","6.554"
"I35000564120100","999999","18.211"
"I35000564200200","999999","18.993"
"B07000069200000","1661","14"
"C13000130480000","422","5.064"
"B09000090000000","982","40"
"H26000430080000","2259","11.01"
"D17000243520300","660","6.532"
"H26000429720300","999999","31.577"
"C13000136400000","143","62.578"
"B10000107520000","1570","38.125"
"K40000635480000","2243","80"
"C13000142760000","2260","80"
"G25000411520100","999999","9"
"C13000141480000","999999","51.562"
"A01000005640000","2768","80"
"D17000191522100","2121","10.537"
"D17000216770000","1715","33.881"
"H28000446840100","250","8.961"
"G25000392960400","999999","30.651"
"I34000538200000","846","77"
"E18000258920100","1706","74.075"
"B07000069600000","1710","40.84"
"K40000627320300","2842","35"
"A01000006640000","829","80"
"E18000277560000","999999","65"
"E18000291920000","1506","37.14"
"N46000759640101","2145","5.97"
"L41000649120100","120","52.37"
"J37000583520000","817","77.906"
"B09000089320000","811","9.259"
"F23000364800000","999999","1.096"
"I34000550080000","1726","119.055"
"D17000248780000","2175","19.7"
"B09000094880000","1855","69.57"
"H29000468600000","778","77.87"
"E18000289720300","708","6.197"
"A02000021120000","944","12.642"
"O49000785040000","351","33"
"H26000430920000","3000","2.805"
"B07000065320000","1902","83.624"
"J37000597360100","999999","1.499"
"M44000708840000","1222","40"
"B09000087000100","613","15.212"
"J37000577280000","257","45.659"
"E18000289320000","2395","78.107"
"F20000319680000","1156","48.768"
"B09000092040000","1213","23.49"
"H26000425560000","1552","40"
"H29000468680000","2285","150.161"
"E18000271160000","3004","80"
"D17000234040000","1970","62.608"
"L41000650440000","848","115"
"C13000128640200","999999","10.309"
"G25000396040000","584","8.59"
"E18000274560000","595","164.89"
"D17000236290000","2104","156.705"
"N46000753560000","1026","77.065"
"I34000536160000","731","27.28"
"H26000427920000","770","81.88"
"Q53020200840000","592","11.971"
"F20000303480000","2448","76.723"
"I34000528120200","2119","17.081"
"M44000727240200","2034","5.888"
"B07000070000000","2202","20.62"
"A02000012240200","999999","16.721"
"O49000782120100","999999","70.946"
"H28000458920200","999999","2.325"
"H26000437160300","1864","11.516"
"G25000397080100","1420","20"
"I34000556560000","2520","66.66"
"C13000131400400","999999","84.628"
"M43000692640000","2762","116"
"O49000785920000","564","53.231"
"M44000711080000","1424","33"
"B09000095800000","999999","68.179"
"N46000748960000","930","40"
"K40000634920000","1954","40"
"L41000650080000","1111","14.468"
"D17000247720000","728","10"
"H28000457840000","701","84.592"
"J36000568520000","370","63.985"
"G25000395880000","1142","74.731"
"A03000028440200","1245","8.157"
"E18000252280200","1289","21.3"
"I34000535840100","2079","1.9"
"I34000541920100","1177","48.963"
"B09000100400000","1562","22.747"
"A04000034600200","999999","25.269"
"K40000622160200","115","41.468"
"K40000622160300","174","126.741"
"I34000542960100","2100","39.347"
"F20000304200800","1347","28.284"
"H26000436000200","2758","77.03"
"E18000289360000","2395","32.15"
"E18000291560400","1226","6.676"
"B07000066760100","486","40"
"N46000751040000","1266","20"
"N47000770720000","1183","74.967"
"F20000324440000","1479","114.062"
"M43000694120000","2338","42.92"
"K40000626840200","419","86.269"
"K40000635240000","2233","10"
"L41000657640000","1970","30"
"L41000658280000","2125","40"
"N46000754880000","1574","78.962"
"N46000754920000","1574","28.88"
"H28000448640000","308","78.329"
"J37000597040000","1451","39.67"
"D17000243520500","2880","21.882"
"D17000227120100","999999","0.125"
"F20000315960000","225","191.008"
"J37000601840000","667","78.611"
"N46000761840000","999999","15.811"
"A04000034520000","550","20.5"
"D17000243560000","1271","64.19"
"G25000403680000","1176","32"
"J37000587200000","1798","62.538"
"O49000789800000","1074","49.014"
"J37000589640000","1146","32"
"A04000034160000","363","111.952"
"L41000644520300","2851","59.659"
"D17000195520100","3054","5"
"I34000552760000","2131","46.544"
"A04000035480000","2489","38.1"
"E18000277720000","999999","20"
"J37000599920100","1888","85.465"
"G25000417480000","418","32.26"
"O49000799600200","999999","5.423"
"N46000765040200","999999","51.2"
"G25000390400000","61","152.077"
"A02000011880200","2414","11.214"
"L41000647880000","467","25.68"
"J37000580040000","999999","54.434"
"J37000580320000","2150","80.115"
"K40000625240000","1067","78.747"
"M44000712680000","1785","58.14"
"O49000792920000","1269","78.3"
"M44000724160000","2199","118.396"
"E18000274920000","1492","8.978"
"E18000292320000","2616","20.38"
"O49000799920000","1906","80"
"K40000613480000","93","79"
"B06000059160000","1621","39.92"
"M44000711800000","3116","17.799"
"E18000282600000","1407","35"
"M44000723160000","2127","19.425"
"H26000430160200","3108","21.523"
"H26000423920100","105","37.299"
"F20000337080000","1684","62.733"
"F20000315840000","680","160"
"C13000131400200","999999","9.077"
"A04000032840000","19","67.15"
"N46000757920300","2198","4.079"
"M44000704080000","999999","9.241"
"M44000727240400","999999","2.879"
"H28000458920100","999999","33.053"
"C13000136480300","999999","18.798"
"I35000564200300","999999","8.058"
"O49000795000100","999999","33.336"
"I34000553640000","1672","68.013"
"F20000326920000","576","40"
"E18000260840000","1967","40"
"F20000332720000","1667","17.629"
"C13000134120000","1079","52.527"
"N46000750520100","2928","40"
"N46000747880000","840","13.5"
"C13000131680200","1587","23.767"
"B07000066640000","2631","20.001"
"N46000749360000","1609","152.864"
"A05000041200000","125","40.34"
"G25000405800000","1883","39.337"
"F20000307400000","1401","64.331"
"C13000136800200","967","11.863"
"K40000627200100","1914","0.37"
"P51040995000100","2071","18.359"
"E18000253360300","1452","28.638"
"O49000796320100","999999","7.385"
"C13000139800100","999999","66.669"
"A02000020040100","83","36.722"
"L41000644840000","999999","55.949"
"N46000756600000","2891","152.11"
"H28000449560000","583","8"
"B09000096680000","1795","16.25"
"O49000796320000","1800","69.915"
"O49000798480000","1840","28.7"
"O49000793680000","365","80"
"C13000131760000","709","578.07"
"C13000143360000","765","23.504"
"F20000338280000","2514","40"
"K40000622480200","1783","67.8"
"G25000409160100","2703","4.975"
"M44000727120000","1907","34.005"
"O49000793880100","949","14.837"
"F20000322880000","1980","12"
"P51040984460200","999999","1.829"
"D17000223480400","999999","12.835"
"F20000318240400","999999","3.014"
"I32000499080300","999999","38.991"
"J37000597440200","543","8.34"
"N46000760040100","867","68.218"
"D17000231160000","638","30"
"C13000136240000","1338","24.713"
"L41000661520000","2646","40"
"F20000324840000","1530","89"
"A02000011640000","1240","16.5"
"E18000257160000","141","55.574"
"N46000764760000","2769","20.18"
"C13000129320100","2244","5"
"I34000541920200","1177","48.135"
"M44000707680300","582","26.754"
"D17000243520400","660","40.779"
"H28000449760200","2371","26.456"
"H28000448480000","2185","21.29"
"F20000317800101","999999","14.825"
"P51010860720200","999999","42.27"
"K40000621680101","999999","15"
"E18000293320300","99999","15"
"M44000727480100","999999","1.202"
"F20000318240300","1094","7.571"
"N46000757160000","1659","10"
"I34000533640000","2946","96.39"
"O49000805080000","2353","17"
"E18000272440100","2404","73.458"
"C13000136000000","1682","15.5"
"O49000799480100","416","0.699"
"F20000313800000","830","35.233"
"K40000630880000","1794","60"
"K40000631400000","1866","70.994"
"E18000255880200","999999","24.353"
"I33000518520000","2359","11.53"
"J37000585640200","999999","6.552"
"M45000735720100","999999","3.11"
"M43000692560000","178","27.84"
"G25000393080000","253","38.568"
"B06000059080100","1260","71.513"
"O49000802040000","2105","40"
"M43000692680000","2762","73.391"
"I34000555600600","2071","5.629"
"O49000798560100","999999","8.606"
"J37000600480000","2164","36.344"
"O49000785360000","524","38.03"
"L41000645720100","2721","19.48"
"C13000140960000","761","79.064"
"C13000128320100","1639","30.015"
"B10000107400000","1853","19"
"G25000400040000","179","20"
"N46000762600201","74","13.552"
"L41000660720000","2495","80"
"F20000315480200","1327","72.785"
"F20000336600100","9","11.001"
"E18000255880201","999999","23.657"
"C13000131400100","999999","22.723"
"B09000095400100","999999","1.439"
"H29000466320300","999999","147.282"
"J38000607080100","999999","27.57"
"L41000648160100","999999","69.966"
"B09000091080400","999999","10"
"G25000399000000","2682","20"
"A02000014880000","2150","37.771"
"B09000088280000","1913","49.962"
"D17000230240000","1627","9.887"
"F20000311000000","704","70.255"
"H26000437000000","2632","80"
"G25000402880201","1163","10.234"
"F20000318040000","999999","105.756"
"I35000561680100","999999","7.25"
